招录机关名称	招录职位名称	招录职位编码	缴费状况（缴费人数与招录名额的比例区间）
炉霍县医疗保障事务中心（一）	综合管理	26218038	< 5:1
炉霍县医疗保障事务中心（二）	综合管理	26218039	< 5:1
炉霍县佛教协会	综合管理	26218040	< 5:1
色达县人才交流与就业服务局	财务管理	26218041	< 5:1
色达县农村经营管理站	综合管理	26218042	< 5:1
色达县农机监理站	综合管理	26218043	< 5:1
色达县统计普查中心	综合管理	26218044	< 5:1
色达县医疗保障事务中心（一）	财务管理	26218045	< 5:1
色达县医疗保障事务中心（二）	综合管理	26218046	< 5:1
色达县委党史办	综合管理	26218047	< 5:1
新龙县应急服务中心	综合管理	26218048	< 5:1
巴塘县委组织部	综合管理	26218049	< 5:1
巴塘县发展和改革局	综合管理	26218050	< 5:1
巴塘县民族宗教事务局	综合管理	26218051	< 5:1
巴塘县文化广播电视和旅游局	综合管理	26218052	< 5:1
巴塘县野生动植物检疫站	综合管理	26218053	< 5:1
稻城县委党校	综合管理	26218054	< 5:1
色达县拉则寺管委会	综合管理	26218055	< 5:1
色达县打龙寺管委会	综合管理	26218056	< 5:1
康定市乡镇机关（一）	综合管理	26218057	< 5:1
康定市乡镇机关（二）	综合管理	26218058	< 5:1
九龙县乡镇机关（一）	综合管理	26218059	< 5:1
九龙县乡镇机关（二）	综合管理	26218060	< 5:1
九龙县乡镇机关（三）	综合管理	26218061	≥ 5:1 且 < 30:1
九龙县乡镇机关（四）	综合管理	26218062	< 5:1
炉霍县乡镇机关（一）	综合管理	26218063	≥ 50:1 且 < 100:1
炉霍县乡镇机关（二）	综合管理	26218064	≥ 100:1
色达县乡镇机关（一）	综合管理	26218065	≥ 5:1 且 < 30:1
色达县乡镇机关（二）	综合管理	26218066	< 5:1
色达县乡镇机关（三）	综合管理	26218067	< 5:1
色达县乡镇机关（四）	综合管理	26218068	< 5:1
巴塘县乡镇机关（一）	综合管理	26218069	< 5:1
巴塘县乡镇机关（二）	综合管理	26218070	< 5:1
稻城县乡镇机关（一）	综合管理	26218071	< 5:1
稻城县乡镇机关（二）	综合管理	26218072	≥ 5:1 且 < 30:1
西昌市	工作人员（一）	26219044	< 5:1
西昌市	工作人员（二）	26219045	≥ 5:1 且 < 30:1
西昌市	工作人员	26219046	< 5:1
西昌市	文秘	26219047	< 5:1
西昌市	工作人员	26219048	≥ 5:1 且 < 30:1
西昌市	工作人员	26219049	≥ 5:1 且 < 30:1
西昌市	工作人员（一）	26219050	≥ 5:1 且 < 30:1
西昌市	工作人员（二）	26219051	< 5:1
西昌市	工作人员（一）	26219052	≥ 5:1 且 < 30:1
西昌市	工作人员（二）	26219053	≥ 5:1 且 < 30:1
西昌市	审计人员	26219056	< 5:1
西昌市	工作人员	26219059	≥ 5:1 且 < 30:1
西昌市	工作人员	26219060	≥ 5:1 且 < 30:1
西昌市	工作人员	26219067	< 5:1
西昌市	工作人员	26219068	≥ 5:1 且 < 30:1
西昌市	工作人员（一）	26219069	< 5:1
西昌市	工作人员（二）	26219070	< 5:1
西昌市	财务人员	26219071	< 5:1
西昌市	工作人员（一）	26219072	< 5:1
西昌市	工作人员（二）	26219073	≥ 5:1 且 < 30:1
西昌市	财务人员	26219074	≥ 5:1 且 < 30:1
西昌市	工作人员	26219075	< 5:1
西昌市	自然资源管理岗（一）	26219076	< 5:1
西昌市	自然资源管理岗（二）	26219077	< 5:1
西昌市	工作人员	26219080	< 5:1
西昌市	工作人员	26219081	< 5:1
西昌市	安全监管（一）	26219082	< 5:1
西昌市	安全监管（二）	26219083	< 5:1
西昌市	卫生监管	26219087	< 5:1
会理市	工作人员（一）	26219088	< 5:1
会理市	工作人员（二）	26219089	< 5:1
会理市	文秘	26219090	< 5:1
会理市	工作人员	26219091	≥ 5:1 且 < 30:1
会理市	工作人员	26219092	< 5:1
会理市	文秘	26219095	< 5:1
会理市	工作人员	26219096	< 5:1
会理市	财务人员	26219097	< 5:1
会理市	工作人员	26219098	≥ 5:1 且 < 30:1
会理市	工作人员	26219099	< 5:1
会理市	工作人员	26219100	< 5:1
会理市	工作人员	26219101	< 5:1
会理市	工作人员	26219102	< 5:1
会理市	工作人员	26219103	< 5:1
会理市	工作人员	26219104	< 5:1
会理市	工作人员	26219105	< 5:1
会理市	工作人员	26219106	< 5:1
会理市	财务人员	26219107	< 5:1
会理市	工作人员	26219108	< 5:1
会理市	工作人员	26219109	< 5:1
会理市	工作人员	26219110	< 5:1
会理市	执法人员	26219111	< 5:1
会理市	执法人员	26219115	< 5:1
会理市	工作人员（一）	26219116	< 5:1
会理市	工作人员（二）	26219117	≥ 5:1 且 < 30:1
德昌县	工作人员	26219118	≥ 5:1 且 < 30:1
德昌县	工作人员（一）	26219119	< 5:1
德昌县	工作人员（二）	26219120	< 5:1
德昌县	工作人员	26219121	< 5:1
德昌县	工作人员	26219122	< 5:1
德昌县	工作人员（一）	26219123	< 5:1
德昌县	工作人员（二）	26219124	< 5:1
德昌县	工作人员	26219126	< 5:1
德昌县	工作人员	26219127	< 5:1
德昌县	工作人员（一）	26219128	≥ 5:1 且 < 30:1
德昌县	工作人员（二）	26219129	≥ 5:1 且 < 30:1
德昌县	工作人员	26219130	< 5:1
德昌县	工作人员	26219131	< 5:1
德昌县	工作人员	26219132	< 5:1
德昌县	工作人员	26219133	< 5:1
德昌县	工作人员（一）	26219134	< 5:1
德昌县	工作人员（二）	26219135	≥ 5:1 且 < 30:1
德昌县	工作人员	26219136	< 5:1
德昌县	工作人员	26219137	< 5:1
德昌县	工作人员	26219138	< 5:1
德昌县	工作人员	26219139	< 5:1
德昌县	工作人员	26219140	< 5:1
会东县	工作人员	26219144	< 5:1
会东县	财务人员	26219145	< 5:1
会东县	工作人员	26219146	< 5:1
会东县	工作人员	26219147	< 5:1
会东县	财务人员（一）	26219148	< 5:1
会东县	财务人员（二）	26219149	< 5:1
会东县	财务人员	26219150	< 5:1
会东县	工作人员	26219151	≥ 5:1 且 < 30:1
会东县	行政执法人员	26219157	< 5:1
会东县	行政执法人员	26219158	< 5:1
会东县	行政执法人员	26219159	< 5:1
会东县	业务岗位	26219160	< 5:1
会东县	业务岗位	26219161	< 5:1
会东县	业务岗位	26219162	< 5:1
会东县	业务岗位	26219163	< 5:1
会东县	业务岗位	26219164	≥ 5:1 且 < 30:1
会东县	业务岗位	26219165	≥ 5:1 且 < 30:1
宁南县	财务人员	26219166	< 5:1
宁南县	业务岗位	26219167	< 5:1
宁南县	自然资源管理	26219168	< 5:1
宁南县	业务岗位	26219169	< 5:1
宁南县	业务岗位	26219170	< 5:1
宁南县	自然资源管理	26219174	< 5:1
宁南县	工作人员	26219177	< 5:1
宁南县	工作人员	26219178	< 5:1
普格县	财务人员	26219179	< 5:1
普格县	文秘	26219180	< 5:1
普格县	财务人员	26219181	< 5:1
普格县	统计人员	26219182	< 5:1
布拖县	工作人员	26219183	< 5:1
布拖县	工作人员	26219184	< 5:1
布拖县	工作人员	26219185	< 5:1
布拖县	工作人员	26219186	< 5:1
布拖县	行政执法人员	26219190	< 5:1
布拖县	行政执法人员	26219191	< 5:1
昭觉县	工作人员	26219192	≥ 5:1 且 < 30:1
昭觉县	工作人员	26219193	< 5:1
昭觉县	工作人员	26219194	< 5:1
昭觉县	工作人员	26219195	< 5:1
昭觉县	工作人员	26219196	< 5:1
昭觉县	工作人员（一）	26219197	< 5:1
昭觉县	工作人员（二）	26219198	< 5:1
金阳县	工作人员	26219201	< 5:1
金阳县	办公室文秘人员	26219202	< 5:1
金阳县	工作人员	26219203	< 5:1
金阳县	工作人员	26219205	< 5:1
金阳县	工作人员	26219208	< 5:1
金阳县	工作人员	26219209	< 5:1
金阳县	工作人员	26219212	< 5:1
雷波县	工作人员	26219213	≥ 5:1 且 < 30:1
雷波县	工作人员	26219214	< 5:1
雷波县	工作人员（一）	26219215	≥ 5:1 且 < 30:1
雷波县	工作人员（二）	26219216	≥ 5:1 且 < 30:1
雷波县	审计人员	26219217	< 5:1
雷波县	工作人员	26219220	≥ 5:1 且 < 30:1
雷波县	工作人员	26219221	< 5:1
雷波县	工作人员	26219222	< 5:1
雷波县	工作人员	26219223	< 5:1
雷波县	工作人员	26219224	< 5:1
雷波县	工作人员（一）	26219228	< 5:1
雷波县	工作人员（二）	26219229	< 5:1
雷波县	工作人员（一）	26219230	≥ 5:1 且 < 30:1
雷波县	工作人员（二）	26219231	< 5:1
美姑县	工作人员	26219234	< 5:1
美姑县	文秘	26219235	< 5:1
美姑县	工作人员	26219236	< 5:1
美姑县	应急综合监管（一）	26219237	< 5:1
美姑县	应急综合监管（二）	26219238	< 5:1
美姑县	国土资源执法	26219242	< 5:1
美姑县	农村新型经营组织管理	26219243	< 5:1
美姑县	医保经办	26219244	< 5:1
甘洛县	工作人员	26219245	< 5:1
甘洛县	工作人员	26219246	< 5:1
甘洛县	财务人员	26219247	< 5:1
甘洛县	工作人员	26219248	< 5:1
甘洛县	工作人员	26219249	< 5:1
甘洛县	工作人员	26219250	< 5:1
甘洛县	工作人员	26219252	< 5:1
甘洛县	执法人员	26219253	< 5:1
甘洛县	执法人员	26219255	≥ 5:1 且 < 30:1
越西县	业务岗位	26219258	< 5:1
越西县	业务岗位	26219261	< 5:1
越西县	业务岗位	26219262	< 5:1
喜德县	工作人员	26219263	< 5:1
喜德县	工作人员	26219264	< 5:1
喜德县	工作人员	26219265	≥ 5:1 且 < 30:1
喜德县	工作人员	26219266	< 5:1
喜德县	财务人员	26219268	< 5:1
喜德县	工作人员	26219269	< 5:1
喜德县	财务人员	26219270	< 5:1
喜德县	工作人员	26219271	< 5:1
喜德县	执法人员（一）	26219272	< 5:1
喜德县	执法人员（二）	26219273	< 5:1
冕宁县	工作人员	26219277	< 5:1
冕宁县	工作人员	26219278	< 5:1
冕宁县	工作人员	26219279	< 5:1
冕宁县	工作人员（一）	26219282	< 5:1
冕宁县	工作人员（二）	26219283	< 5:1
冕宁县	工作人员	26219284	< 5:1
盐源县	工作人员	26219285	< 5:1
盐源县	工作人员	26219286	< 5:1
盐源县	工作人员	26219287	< 5:1
盐源县	工作人员	26219288	< 5:1
盐源县	工作人员	26219289	< 5:1
盐源县	工作人员（一）	26219290	< 5:1
盐源县	工作人员（二）	26219291	< 5:1
盐源县	工作人员	26219294	< 5:1
盐源县	工作人员	26219295	< 5:1
盐源县	工作人员	26219297	< 5:1
盐源县	工作人员	26219299	< 5:1
木里县	审查调查工作人员	26219300	< 5:1
木里县	工作人员	26219301	< 5:1
木里县	办公室综合管理岗	26219302	< 5:1
木里县	工作人员	26219303	< 5:1
木里县	工作人员	26219304	≥ 5:1 且 < 30:1
木里县	工作人员	26219305	< 5:1
木里县	语言文字服务	26219306	< 5:1
木里县	财务人员	26219307	< 5:1
木里县	工作人员	26219308	< 5:1
木里县	工作人员	26219309	< 5:1
眉山市生态环境局	生态环境保护	26220001	≥ 5:1 且 < 30:1
仁寿县	党务工作	26220006	≥ 5:1 且 < 30:1
仁寿县	纪检监察	26220007	< 5:1
仁寿县	规划建设	26220008	< 5:1
仁寿县	乡村振兴	26220009	≥ 5:1 且 < 30:1
仁寿县	生态环保	26220010	< 5:1
彭山区	项目管理	26220011	< 5:1
彭山区	党务工作	26220012	< 5:1
彭山区	财务管理	26220013	< 5:1
彭山区	办公室工作	26220014	< 5:1
仁寿县	法律服务	26220015	< 5:1
仁寿县	乡村振兴	26220016	< 5:1
彭山区	综合管理	26220017	< 5:1
彭山区	财务管理	26220018	< 5:1
仁寿县	综合管理	26220019	< 5:1
仁寿县	财务管理	26220020	< 5:1
仁寿县	乡村振兴	26220021	< 5:1
仁寿县	办公室工作	26220022	< 5:1
仁寿县	办公室工作	26220023	< 5:1
东坡区	残疾人服务	26220024	< 5:1
东坡区	财务管理	26220025	< 5:1
东坡区	综合管理	26220026	< 5:1
东坡区	环境保护	26220027	< 5:1
东坡区	办公室管理	26220028	< 5:1
东坡区	系统管理维护	26220029	< 5:1
东坡区	信访矛盾化解	26220030	< 5:1
东坡区	财务管理	26220031	< 5:1
东坡区	建设指导	26220032	< 5:1
东坡区	财务管理	26220035	< 5:1
东坡区	财务管理	26220036	< 5:1
东坡区	办公室管理	26220037	< 5:1
东坡区	办公室管理	26220038	< 5:1
东坡区	信访调解	26220039	< 5:1
东坡区	信访调解	26220040	< 5:1
东坡区	乡镇规划	26220041	< 5:1
东坡区	乡镇规划	26220042	< 5:1
东坡区	乡村振兴	26220043	< 5:1
东坡区	乡村振兴	26220044	< 5:1
彭山区	联络沟通服务	26220045	≥ 5:1 且 < 30:1
彭山区	监督检查	26220046	< 5:1
彭山区	网络信息安全	26220047	< 5:1
彭山区	财务管理	26220048	< 5:1
彭山区	办公室工作	26220049	< 5:1
彭山区	文稿写作	26220050	< 5:1
彭山区	财务管理	26220051	< 5:1
彭山区	医疗保障	26220052	≥ 5:1 且 < 30:1
彭山区	工程管理	26220053	≥ 5:1 且 < 30:1
彭山区	项目规划	26220054	< 5:1
彭山区	文稿写作	26220055	< 5:1
彭山区	农业经济管理	26220056	< 5:1
彭山区	文稿写作	26220057	< 5:1
彭山区	财务管理	26220058	< 5:1
彭山区	供销业务管理	26220059	< 5:1
彭山区	办公室工作	26220060	< 5:1
仁寿县	综合写作	26220061	< 5:1
仁寿县	残疾人教育就业	26220062	≥ 5:1 且 < 30:1
仁寿县	综合写作	26220063	< 5:1
仁寿县	综合管理	26220064	< 5:1
仁寿县	办公室工作	26220065	< 5:1
仁寿县	电子政务	26220066	< 5:1
仁寿县	城乡规划	26220075	< 5:1
仁寿县	办公室工作	26220076	< 5:1
仁寿县	办公室工作	26220077	< 5:1
仁寿县	信访维稳	26220078	< 5:1
仁寿县	城市规划	26220079	< 5:1
仁寿县	综合管理	26220080	< 5:1
仁寿县	国土规划	26220081	< 5:1
仁寿县	矿产管理	26220082	≥ 5:1 且 < 30:1
仁寿县	财务会计	26220083	< 5:1
仁寿县	林业资源管理	26220084	< 5:1
仁寿县	建筑规划	26220085	< 5:1
仁寿县	城乡测绘	26220086	< 5:1
仁寿县	地质勘测	26220087	< 5:1
仁寿县	国土规划	26220088	< 5:1
仁寿县	植物保护	26220098	< 5:1
仁寿县	农村能源开发	26220099	< 5:1
仁寿县	城乡建设监督监察	26220100	< 5:1
仁寿县	医疗保障管理	26220103	< 5:1
仁寿县	统计管理	26220104	< 5:1
仁寿县	大数据管理	26220105	< 5:1
仁寿县	办公室工作	26220106	< 5:1
仁寿县	大数据管理	26220107	< 5:1
仁寿县	社保经办	26220108	< 5:1
仁寿县	法律服务	26220109	< 5:1
仁寿县	财务管理	26220110	< 5:1
仁寿县	法律咨询	26220111	< 5:1
仁寿县	办公室工作	26220112	< 5:1
仁寿县	办公室工作	26220113	< 5:1
仁寿县	办公室工作	26220114	< 5:1
仁寿县	办公室工作	26220115	≥ 5:1 且 < 30:1
仁寿县	项目建设	26220116	< 5:1
仁寿县	财务管理	26220117	< 5:1
仁寿县	财务管理	26220118	< 5:1
洪雅县	案件审理	26220119	< 5:1
洪雅县	财务管理	26220120	< 5:1
洪雅县	纪检监察	26220121	< 5:1
洪雅县	纪检监察	26220122	< 5:1
洪雅县	保密机要	26220123	< 5:1
洪雅县	项目规划建设	26220124	< 5:1
洪雅县	编制登记管理	26220125	≥ 5:1 且 < 30:1
洪雅县	档案管理	26220126	< 5:1
洪雅县	发展规划研究	26220127	≥ 5:1 且 < 30:1
洪雅县	经济信息	26220130	< 5:1
洪雅县	民间组织管理	26220131	< 5:1
洪雅县	办公室工作	26220132	< 5:1
洪雅县	财务管理	26220133	< 5:1
洪雅县	水利管理	26220134	< 5:1
洪雅县	卫生行业管理	26220135	< 5:1
洪雅县	行政审批	26220137	< 5:1
洪雅县	工业管理	26220138	≥ 5:1 且 < 30:1
洪雅县	安全管理	26220139	< 5:1
洪雅县	自然资源管理	26220141	< 5:1
洪雅县	国土空间规划	26220142	< 5:1
洪雅县	房地产业管理	26220143	< 5:1
洪雅县	农村能源开发	26220148	< 5:1
洪雅县	卫生行业管理	26220149	< 5:1
洪雅县	卫生行业管理	26220150	< 5:1
洪雅县	医疗保障	26220151	< 5:1
丹棱县	纪检监察	26220157	< 5:1
丹棱县	纪检监察	26220158	< 5:1
丹棱县	财务管理	26220159	< 5:1
丹棱县	办公室工作	26220160	< 5:1
丹棱县	信息化管理	26220161	< 5:1
丹棱县	自然资源管理	26220162	< 5:1
丹棱县	移民服务	26220163	< 5:1
丹棱县	农村经营管理	26220164	< 5:1
丹棱县	动物卫生服务	26220165	< 5:1
丹棱县	办公室工作	26220166	< 5:1
丹棱县	乡村振兴	26220167	< 5:1
丹棱县	乡村振兴	26220168	< 5:1
丹棱县	项目管理	26220169	< 5:1
丹棱县	项目管理	26220170	< 5:1
丹棱县	经济管理	26220171	< 5:1
丹棱县	经济管理	26220172	< 5:1
丹棱县	项目管理	26220173	< 5:1
丹棱县	项目规划管理	26220174	< 5:1
丹棱县	乡村振兴	26220175	< 5:1
丹棱县	乡村振兴	26220176	≥ 5:1 且 < 30:1
丹棱县	项目管理	26220177	< 5:1
丹棱县	项目管理	26220178	< 5:1
丹棱县	办公室工作	26220179	< 5:1
丹棱县	办公室工作	26220180	< 5:1
青神县	纪律检查	26220181	< 5:1
青神县	办公室工作	26220182	< 5:1
青神县	办公室工作	26220183	< 5:1
青神县	文稿撰写	26220184	< 5:1
青神县	办公室工作	26220185	< 5:1
青神县	办公室工作	26220186	< 5:1
青神县	档案信息化	26220187	< 5:1
青神县	编纂工作	26220188	< 5:1
青神县	文稿写作	26220189	< 5:1
青神县	日常服务	26220190	< 5:1
青神县	法律援助	26220191	< 5:1
青神县	规划、信息技术	26220192	< 5:1
青神县	政务服务	26220193	< 5:1
青神县	社保业务办理	26220194	< 5:1
青神县	就业服务	26220195	< 5:1
青神县	招商引资	26220196	< 5:1
青神县	医疗保障	26220197	≥ 5:1 且 < 30:1
青神县	预算控制	26220199	< 5:1
青神县	办公室工作	26220200	< 5:1
青神县	材料撰写	26220201	< 5:1
青神县	材料撰写	26220202	< 5:1
资阳市雁江区	综合管理	26223001	< 5:1
资阳市雁江区	综合管理	26223002	≥ 5:1 且 < 30:1
资阳市雁江区	综合管理	26223003	≥ 5:1 且 < 30:1
资阳市雁江区	综合管理	26223006	< 5:1
资阳市雁江区	综合管理	26223008	< 5:1
资阳市雁江区	财务管理	26223009	≥ 5:1 且 < 30:1
资阳市雁江区	综合管理	26223010	< 5:1
资阳市雁江区	综合管理	26223011	< 5:1
资阳市雁江区	综合管理	26223018	≥ 5:1 且 < 30:1
资阳市雁江区	综合管理	26223019	≥ 5:1 且 < 30:1
资阳市雁江区	综合管理	26223020	< 5:1
资阳市雁江区	综合管理	26223021	< 5:1
资阳市雁江区	综合管理	26223022	< 5:1
安岳县	综合管理	26223023	< 5:1
安岳县	业务岗位	26223024	< 5:1
安岳县	业务岗位	26223025	< 5:1
安岳县	财务管理	26223026	< 5:1
安岳县	财务管理	26223027	< 5:1
安岳县	综合管理	26223029	< 5:1
安岳县	综合管理	26223030	≥ 5:1 且 < 30:1
安岳县	业务岗位	26223031	< 5:1
安岳县	业务岗位	26223032	< 5:1
安岳县	业务岗位	26223033	< 5:1
安岳县	业务岗位	26223034	< 5:1
安岳县	业务岗位	26223035	< 5:1
安岳县	业务岗位	26223036	< 5:1
安岳县	业务岗位	26223037	< 5:1
安岳县	业务岗位	26223038	< 5:1
安岳县	业务岗位	26223039	< 5:1
安岳县	业务岗位	26223040	< 5:1
安岳县	法律援助	26223041	< 5:1
安岳县	财务管理	26223042	< 5:1
安岳县	综合文秘	26223043	< 5:1
安岳县	业务岗位	26223062	< 5:1
安岳县	综合管理	26223063	< 5:1
安岳县	综合管理	26223064	< 5:1
安岳县	综合管理	26223065	< 5:1
安岳县	财务管理	26223066	< 5:1
安岳县	财务管理	26223067	< 5:1
安岳县	财务管理	26223068	< 5:1
安岳县	财务管理	26223069	< 5:1
安岳县	财务管理	26223070	< 5:1
安岳县	财务管理	26223071	< 5:1
安岳县	综合管理	26223072	< 5:1
安岳县	综合管理	26223073	< 5:1
安岳县	综合管理	26223074	< 5:1
安岳县	综合管理	26223075	< 5:1
安岳县	综合管理	26223076	< 5:1
安岳县	综合管理	26223077	< 5:1
安岳县	综合管理	26223078	< 5:1
安岳县	综合管理	26223079	< 5:1
安岳县	综合管理	26223080	< 5:1
安岳县	综合管理	26223081	< 5:1
安岳县	综合管理	26223082	< 5:1
安岳县	综合管理	26223083	< 5:1
安岳县	综合管理	26223084	< 5:1
安岳县	综合管理	26223085	< 5:1
安岳县	综合管理	26223086	< 5:1
安岳县	综合管理	26223087	< 5:1
安岳县	综合管理	26223088	< 5:1
安岳县	综合管理	26223089	< 5:1
安岳县	综合管理	26223090	< 5:1
乐至县	综合管理	26223091	< 5:1
乐至县	综合管理	26223092	< 5:1
乐至县	财务管理	26223093	< 5:1
乐至县	综合管理	26223094	< 5:1
乐至县	综合管理	26223095	< 5:1
乐至县	综合管理	26223096	< 5:1
乐至县	业务岗位	26223102	< 5:1
乐至县	综合管理	26223103	< 5:1
乐至县	综合管理	26223104	< 5:1
乐至县	法律援助	26223105	< 5:1
乐至县	综合管理	26223106	< 5:1
乐至县	业务岗位	26223107	< 5:1
乐至县	业务岗位	26223108	< 5:1
乐至县	综合管理	26223109	< 5:1
乐至县	业务岗位	26223110	< 5:1
乐至县	法律事务	26223111	< 5:1
乐至县	综合管理	26223112	< 5:1
乐至县	财务管理	26223113	< 5:1
乐至县	综合管理	26223130	< 5:1
乐至县	业务岗位	26223131	< 5:1
乐至县	综合管理	26223132	< 5:1
乐至县	综合管理	26223133	< 5:1
乐至县	综合管理	26223134	< 5:1
乐至县	综合管理	26223135	< 5:1
乐至县	综合管理	26223136	< 5:1
乐至县	综合管理	26223137	< 5:1
乐至县	综合管理	26223138	< 5:1
乐至县	财务管理	26223139	< 5:1
乐至县	财务管理	26223140	< 5:1
乐至县	财务管理	26223141	< 5:1
乐至县	财务管理	26223142	< 5:1
乐至县	综合管理	26223143	< 5:1
乐至县	综合管理	26223144	< 5:1
乐至县	综合管理	26223145	< 5:1
乐至县	综合管理	26223146	< 5:1
乐至县	综合管理	26223147	< 5:1
乐至县	综合管理	26223148	< 5:1
乐至县	综合管理	26223149	< 5:1
乐至县	综合管理	26223150	< 5:1
成都市人力资源和社会保障局	执法财务	26301004	≥ 5:1 且 < 30:1
成都市规划和自然资源局	自然资源执法	26301005	≥ 5:1 且 < 30:1
成都市规划和自然资源局	自然资源执法	26301006	< 5:1
成都市规划和自然资源局	自然资源执法	26301007	< 5:1
成都市规划和自然资源局	自然资源执法	26301008	< 5:1
成都市规划和自然资源局	自然资源执法	26301009	< 5:1
成都市规划和自然资源局	自然资源执法	26301010	< 5:1
成都市生态环境局	综合执法（一）	26301011	< 5:1
成都市生态环境局	综合执法（二）	26301012	< 5:1
成都市生态环境局	综合执法（三）	26301013	< 5:1
成都市生态环境局	综合执法（四）	26301014	≥ 5:1 且 < 30:1
成都市生态环境局	综合执法（五）	26301015	< 5:1
成都市生态环境局	综合执法（六）	26301016	< 5:1
成都市生态环境局	综合执法（七）	26301017	< 5:1
成都市生态环境局	综合执法（八）	26301018	< 5:1
成都市生态环境局	综合执法（九）	26301019	< 5:1
成都市生态环境局	综合执法（十）	26301020	< 5:1
成都市生态环境局	综合执法（十一）	26301021	< 5:1
成都市生态环境局	综合执法（十二）	26301022	< 5:1
成都市生态环境局	综合执法（十三）	26301023	< 5:1
成都市生态环境局	综合执法（十四）	26301024	< 5:1
成都市生态环境局	综合执法（十五）	26301025	< 5:1
成都市生态环境局	综合执法（十六）	26301026	≥ 5:1 且 < 30:1
成都市生态环境局	综合执法（十七）	26301027	< 5:1
成都市生态环境局	综合执法（十八）	26301028	< 5:1
成都市生态环境局	综合执法（十九）	26301029	< 5:1
成都市城市管理委员会	执法管理（一）	26301032	< 5:1
成都市城市管理委员会	执法管理（二）	26301033	≥ 5:1 且 < 30:1
成都市城市管理委员会	行政执法	26301034	≥ 5:1 且 < 30:1
成都市交通运输局	执法岗位（一）	26301036	< 5:1
成都市交通运输局	执法岗位（二）	26301037	≥ 5:1 且 < 30:1
成都市交通运输局	执法岗位（三）	26301038	≥ 5:1 且 < 30:1
成都市交通运输局	执法岗位（四）	26301039	≥ 5:1 且 < 30:1
成都市交通运输局	执法岗位（五）	26301040	≥ 5:1 且 < 30:1
成都市交通运输局	执法岗位（六）	26301041	≥ 5:1 且 < 30:1
成都市交通运输局	执法岗位（七）	26301042	≥ 5:1 且 < 30:1
成都市交通运输局	执法岗位（八）	26301043	< 5:1
成都市交通运输局	执法岗位（九）	26301044	≥ 5:1 且 < 30:1
成都市交通运输局	执法岗位（十）	26301045	< 5:1
成都市交通运输局	执法岗位（十一）	26301046	≥ 5:1 且 < 30:1
成都市交通运输局	执法岗位（十二）	26301047	< 5:1
成都市交通运输局	执法岗位（十三）	26301048	< 5:1
成都市水务局	执法管理	26301049	< 5:1
成都市农业农村局	执法财务	26301050	≥ 5:1 且 < 30:1
成都市农业农村局	农业执法（一）	26301051	< 5:1
成都市农业农村局	农业执法（二）	26301052	< 5:1
成都市农业农村局	农业执法（三）	26301053	< 5:1
成都市农业农村局	农业执法（四）	26301054	< 5:1
成都市农业农村局	农业执法（五）	26301055	< 5:1
成都市卫生健康委员会	执法监督（一）	26301056	< 5:1
成都市卫生健康委员会	执法监督（二）	26301057	≥ 5:1 且 < 30:1
成都市卫生健康委员会	执法监督（三）	26301058	≥ 5:1 且 < 30:1
成都市应急管理局	综合执法	26301059	< 5:1
成都市应急管理局	综合执法	26301060	< 5:1
成都市人民政府火车站地区管理委员会办公室	综合执法	26301061	≥ 5:1 且 < 30:1
成都市锦江区	行政执法（一）	26301077	< 5:1
成都市锦江区	行政执法（二）	26301078	< 5:1
成都市锦江区	行政执法（三）	26301079	≥ 5:1 且 < 30:1
成都市锦江区	行政执法（四）	26301080	< 5:1
成都市锦江区	行政执法（五）	26301081	≥ 5:1 且 < 30:1
成都市锦江区	行政执法（六）	26301082	< 5:1
成都市锦江区	行政执法（七）	26301083	< 5:1
成都市锦江区	行政执法（八）	26301084	< 5:1
成都市青羊区	综合执法（一）	26301093	< 5:1
成都市青羊区	综合执法（二）	26301094	< 5:1
成都市青羊区	住建执法（一）	26301095	≥ 5:1 且 < 30:1
成都市青羊区	住建执法（二）	26301096	< 5:1
成都市青羊区	水务执法（一）	26301097	< 5:1
成都市青羊区	水务执法（二）	26301098	< 5:1
成都市青羊区	食品稽查	26301099	< 5:1
成都市青羊区	执法监督	26301100	< 5:1
成都市金牛区	市场执法（一）	26301107	≥ 5:1 且 < 30:1
成都市金牛区	市场执法（二）	26301108	≥ 5:1 且 < 30:1
成都市金牛区	卫健执法	26301109	< 5:1
成都市金牛区	应急执法	26301110	< 5:1
成都市金牛区	综合执法	26301111	< 5:1
成都市金牛区	综合执法（一）	26301112	< 5:1
成都市金牛区	综合执法（二）	26301113	< 5:1
成都市金牛区	综合执法（三）	26301114	≥ 5:1 且 < 30:1
成都市金牛区	综合执法（四）	26301115	< 5:1
成都市金牛区	综合执法（五）	26301116	< 5:1
成都市金牛区	综合执法（六）	26301117	< 5:1
成都市金牛区	综合执法（七）	26301118	< 5:1
成都市金牛区	综合执法（八）	26301119	< 5:1
成都市金牛区	综合执法（九）	26301120	< 5:1
成都市武侯区	综合执法（一）	26301141	< 5:1
成都市武侯区	综合执法（二）	26301142	≥ 5:1 且 < 30:1
成都市武侯区	综合执法（三）	26301143	≥ 5:1 且 < 30:1
成都市武侯区	综合执法（四）	26301144	≥ 5:1 且 < 30:1
成都市武侯区	综合执法（五）	26301145	≥ 5:1 且 < 30:1
成都市武侯区	综合执法（六）	26301146	≥ 5:1 且 < 30:1
